Flag,num_threads,Time
OMP_BARRIER,1,125492
OMP_BARRIER,1,122324
OMP_BARRIER,1,120162
OMP_BARRIER,1,126914
OMP_BARRIER,1,115630
OMP_BARRIER,2,185380
OMP_BARRIER,2,158844
OMP_BARRIER,2,163362
OMP_BARRIER,2,170335
OMP_BARRIER,2,163831
OMP_BARRIER,4,235723
OMP_BARRIER,4,268236
OMP_BARRIER,4,281630
OMP_BARRIER,4,285819
OMP_BARRIER,4,313225
