Flag,num_threads,Time
POSIX_BARRIER,1,123017
POSIX_BARRIER,1,119473
POSIX_BARRIER,1,119413
POSIX_BARRIER,1,126310
POSIX_BARRIER,1,124695
POSIX_BARRIER,2,1846363
POSIX_BARRIER,2,1845819
POSIX_BARRIER,2,1761629
POSIX_BARRIER,2,1908443
POSIX_BARRIER,2,1931343
POSIX_BARRIER,4,2514659
POSIX_BARRIER,4,2682809
POSIX_BARRIER,4,2436958
POSIX_BARRIER,4,3035833
POSIX_BARRIER,4,3114981
