Flag,num_threads,Time
TICKET_LOCK,1,92177
TICKET_LOCK,1,91943
TICKET_LOCK,1,91653
TICKET_LOCK,1,90212
TICKET_LOCK,1,91792
TICKET_LOCK,2,1873601
TICKET_LOCK,2,1873459
TICKET_LOCK,2,1995273
TICKET_LOCK,2,1847147
TICKET_LOCK,2,1880637
TICKET_LOCK,4,4776457
TICKET_LOCK,4,6577417
TICKET_LOCK,4,6606630
TICKET_LOCK,4,6621559
TICKET_LOCK,4,6551210
TICKET_LOCK,8,15041473
TICKET_LOCK,8,14852114
TICKET_LOCK,8,15975699
TICKET_LOCK,8,14676469
TICKET_LOCK,8,14357868
