Flag,num_threads,Time
TREE_CV_BARRIER,1,1746
TREE_CV_BARRIER,1,1893
TREE_CV_BARRIER,1,2131
TREE_CV_BARRIER,1,2335
TREE_CV_BARRIER,1,1742
TREE_CV_BARRIER,2,3988805
TREE_CV_BARRIER,2,4403009
TREE_CV_BARRIER,2,4035721
TREE_CV_BARRIER,2,4125350
TREE_CV_BARRIER,2,4546864
TREE_CV_BARRIER,4,10828632
TREE_CV_BARRIER,4,10945588
TREE_CV_BARRIER,4,10909972
TREE_CV_BARRIER,4,10310836
TREE_CV_BARRIER,4,10551555
