Flag,num_threads,Time
SPIN_LOCK,1,93877
SPIN_LOCK,1,81578
SPIN_LOCK,1,73998
SPIN_LOCK,1,69083
SPIN_LOCK,1,65572
SPIN_LOCK,2,655399
SPIN_LOCK,2,456949
SPIN_LOCK,2,610129
SPIN_LOCK,2,727577
SPIN_LOCK,2,659483
SPIN_LOCK,4,3044093
SPIN_LOCK,4,2310436
SPIN_LOCK,4,2764204
SPIN_LOCK,4,2828888
SPIN_LOCK,4,2630732
SPIN_LOCK,8,8217340
SPIN_LOCK,8,9206588
SPIN_LOCK,8,9247209
SPIN_LOCK,8,9509192
SPIN_LOCK,8,9572711
