Flag,num_threads,Time
ARRAY_LOCK,1,283901
ARRAY_LOCK,1,257949
ARRAY_LOCK,1,243326
ARRAY_LOCK,1,249572
ARRAY_LOCK,1,240610
ARRAY_LOCK,2,2744754
ARRAY_LOCK,2,2719668
ARRAY_LOCK,2,2635217
ARRAY_LOCK,2,2709509
ARRAY_LOCK,2,2728776
ARRAY_LOCK,4,11050647
ARRAY_LOCK,4,8002918
ARRAY_LOCK,4,8072793
ARRAY_LOCK,4,7796616
ARRAY_LOCK,4,7920696
ARRAY_LOCK,8,35518317
ARRAY_LOCK,8,24224086
ARRAY_LOCK,8,24499306
ARRAY_LOCK,8,22998043
ARRAY_LOCK,8,22224514
