Flag,num_threads,Time
TREE_BW_BARRIER,1,527
TREE_BW_BARRIER,1,485
TREE_BW_BARRIER,1,499
TREE_BW_BARRIER,1,497
TREE_BW_BARRIER,1,482
TREE_BW_BARRIER,2,71400
TREE_BW_BARRIER,2,176344
TREE_BW_BARRIER,2,160654
TREE_BW_BARRIER,2,163781
TREE_BW_BARRIER,2,178191
TREE_BW_BARRIER,4,488736
TREE_BW_BARRIER,4,515331
TREE_BW_BARRIER,4,579283
TREE_BW_BARRIER,4,549894
TREE_BW_BARRIER,4,546176
