Flag,num_threads,Time
TTS_LOCK,1,61108
TTS_LOCK,1,61940
TTS_LOCK,1,61451
TTS_LOCK,1,60042
TTS_LOCK,1,60058
TTS_LOCK,2,448435
TTS_LOCK,2,616637
TTS_LOCK,2,706648
TTS_LOCK,2,555262
TTS_LOCK,2,1010507
TTS_LOCK,4,2138023
TTS_LOCK,4,2493934
TTS_LOCK,4,3097404
TTS_LOCK,4,2733310
TTS_LOCK,4,2599302
TTS_LOCK,8,7476532
TTS_LOCK,8,7122581
TTS_LOCK,8,7530891
TTS_LOCK,8,7612304
TTS_LOCK,8,7326102
